Date,Close,High,Low,Open,Volume
2025-06-30 14:30:00+00:00,497.3875122,497.5,495.3299866,496.0750122,2905614
2025-06-30 15:30:00+00:00,497.8299866,499.3099976,497.25,497.4299927,2236419
2025-06-30 16:30:00+00:00,497.6794128,498.7600098,497.269989,497.8150024,1180009
2025-06-30 17:30:00+00:00,498.0299988,498.3299866,496.9700012,497.6751099,1096881
2025-06-30 18:30:00+00:00,499.0450134,499.3800049,497.6900024,498.0307007,1511686
2025-06-30 19:30:00+00:00,497.1600037,500.7600098,497.1600037,499.0450134,3696249
2025-07-01 13:30:00+00:00,497.1549988,498.0400085,495.6400146,496.4700012,3087427
2025-07-01 14:30:00+00:00,493.8049927,497.1400146,491.8299866,497.1300049,3404883
2025-07-01 15:30:00+00:00,491.8800049,493.9500122,490.980011,493.769989,2106132
2025-07-01 16:30:00+00:00,493.2542114,494.0499878,491.5899963,491.7799988,1574802
2025-07-01 17:30:00+00:00,492.5499878,493.3500061,492.230011,493.269989,1218345
2025-07-01 18:30:00+00:00,492.2900085,492.9400024,491.1900024,492.5400085,1901285
2025-07-01 19:30:00+00:00,492.019989,493.0150146,491.8049927,492.2950134,2122391
2025-07-02 13:30:00+00:00,491.7650146,493.5,488.7000122,489.9899902,3826395
2025-07-02 14:30:00+00:00,491.9400024,492.7600098,491.1199951,491.7999878,2076825
2025-07-02 15:30:00+00:00,492.1759949,492.6799927,491.2399902,491.9599915,1349460
2025-07-02 16:30:00+00:00,490.2349854,492.2099915,490.151001,492.1499939,1100922
2025-07-02 17:30:00+00:00,490.0700073,490.5899963,489.8500061,490.230011,1298902
2025-07-02 18:30:00+00:00,490.2000122,490.6000061,489.7200012,490.0400085,1322610
2025-07-02 19:30:00+00:00,490.9700012,492,490.0150146,490.2449951,2181186
2025-07-03 13:30:00+00:00,498.2762146,499.0398865,493.4400024,493.4949951,4196311
2025-07-03 14:30:00+00:00,498.4299927,499.6799927,497.5679932,498.3099976,2446083
2025-07-03 15:30:00+00:00,498.9284973,500.1199951,498.324707,498.4500122,2341629
